id	filename	md5	size	state
27ee0eba-2f11-447b-a153-c8dc679d5fc6	27ee0eba-2f11-447b-a153-c8dc679d5fc6/59f436d5-7a66-40a8-9bca-b1e354452492.rna_seq.augmented_star_gene_counts.tsv	45962748590587bd9f92c8b879646333	4240268	validated
283abca3-1ff3-4fa8-bf62-fa1b1cc2067b	283abca3-1ff3-4fa8-bf62-fa1b1cc2067b/f34feebc-700f-4cd2-b04d-fa2c8231c56e.rna_seq.augmented_star_gene_counts.tsv	21bb7447ef331604aa705562bc818e8a	4242820	validated
290757b3-5525-445a-a675-00de0bc54e86	290757b3-5525-445a-a675-00de0bc54e86/7127a123-4f5b-4fab-b1fe-deeb790fedd3.rna_seq.augmented_star_gene_counts.tsv	c3c9c2b47ef992ff1183e7342c20b075	4221390	validated
29326853-4718-4666-a8aa-de5326e25802	29326853-4718-4666-a8aa-de5326e25802/b4a1254d-9975-4cc8-88ed-8ad37ac0af82.rna_seq.augmented_star_gene_counts.tsv	728f2e366ee9b1d9a0d73875c9c97008	4248188	validated
29669cdf-d335-41ee-8bfa-7fdb854a1fe0	29669cdf-d335-41ee-8bfa-7fdb854a1fe0/9aa2f274-51ab-4e29-b555-407bf3ef21fd.rna_seq.augmented_star_gene_counts.tsv	d9fdebb023160825dfcf0ea6cc0dd827	4250912	validated
2993bb8a-03d8-460e-a317-861563827d9c	2993bb8a-03d8-460e-a317-861563827d9c/ab2b399a-d267-49df-8327-4e9529b26a38.rna_seq.augmented_star_gene_counts.tsv	10d3fb8c821cd9a636144d915137cbe3	4207301	validated
2a4e4787-3070-40e4-955e-32d61402a33d	2a4e4787-3070-40e4-955e-32d61402a33d/9cdfbc8a-c640-4e27-922c-053bc7fce262.rna_seq.augmented_star_gene_counts.tsv	75dfea76dd3b8e53c6c6cc88e5b7dcda	4238794	validated
2ada884e-1839-4bb0-ba03-7f04085f0a07	2ada884e-1839-4bb0-ba03-7f04085f0a07/325f91c9-70b9-4285-a7ff-0b7b6280a8ed.rna_seq.augmented_star_gene_counts.tsv	43e4eddac3e29156df1fc88342d8dc87	4248662	validated
2b542440-46c8-49b4-8657-a01e864b3f80	2b542440-46c8-49b4-8657-a01e864b3f80/63af1588-387b-44a7-97ed-4f73559347c2.rna_seq.augmented_star_gene_counts.tsv	e5cf1b642c5038058e6821c943634699	4235697	validated
2bac85df-4900-41cd-a2ae-e33db7abd9d1	2bac85df-4900-41cd-a2ae-e33db7abd9d1/2c3f2491-4d3b-41da-9866-94644fc8d102.rna_seq.augmented_star_gene_counts.tsv	d6ca03e79692b594b34e1502a04c1576	4247226	validated
2bdfdcec-cb7d-4e83-9257-f2c851a6a469	2bdfdcec-cb7d-4e83-9257-f2c851a6a469/16bcbeb8-21dc-4cfe-9aa1-60b093f7f984.rna_seq.augmented_star_gene_counts.tsv	ff25922c0559037a2378dc905ef1094d	4219743	validated
2c257408-2e69-4424-9fb2-6512f4d88b6b	2c257408-2e69-4424-9fb2-6512f4d88b6b/19f6db33-bd74-44aa-9f00-c31903e88abf.rna_seq.augmented_star_gene_counts.tsv	66c3a3c0062d291d33713da1b85e5335	4249316	validated
2c4ef6db-ff34-4258-a531-32345845832c	2c4ef6db-ff34-4258-a531-32345845832c/a0910cd1-f12f-4215-bd3a-db593c810dc2.rna_seq.augmented_star_gene_counts.tsv	9156c67c39a6506dc683df74419ef476	4238272	validated
2c956eb1-35be-4653-b43b-04df722e82f2	2c956eb1-35be-4653-b43b-04df722e82f2/e2304515-3868-4f25-9967-900a3ae600be.rna_seq.augmented_star_gene_counts.tsv	27f9f8a8345ff15c059ea6f49a1469fc	4241827	validated
2d10fd52-8ff4-4f78-a674-6388d34f3e12	2d10fd52-8ff4-4f78-a674-6388d34f3e12/d89d1ff1-7285-458d-8c32-2446a1d98b7b.rna_seq.augmented_star_gene_counts.tsv	c507ef64a5737200bee54392b81f4768	4235228	validated
